LINK_ID,REGION,ROAD_TYPE,node_start,eastings_start,northings_start,wgsLat_start,wgsLong_start,location_lv1_eng_start,location_lv1_chin_start,location_lv2_eng_start,location_lv2_chin_start,location_lv3_eng_start,location_lv3_chin_start,location_lv4_eng_start,location_lv4_chin_start,location_lv5_eng_start,location_lv5_chin_start,full_location_eng_start,full_location_chin_start,node_end,eastings_end,northings_end,wgsLat_end,wgsLong_end,location_lv1_eng_end,location_lv1_chin_end,location_lv2_eng_end,location_lv2_chin_end,location_lv3_eng_end,location_lv3_chin_end,location_lv4_eng_end,location_lv4_chin_end,location_lv5_eng_end,location_lv5_chin_end,full_location_eng_end,full_location_chin_end,non_col,route_lat,route_long,detailed_route_lat,detailed_route_long
991084-992246,TM,URBAN ROAD,991084,815811.2071,828287.6577,22.393722918,113.978216323,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Tseng Tau Sheung Tsuen North,井頭上村北,Tuen Mun,屯門,Tuen Mun District,屯門區,New Territories,新界,Castle Peak Road Castle Peak BayTseng Tau Sheung Tsuen NorthTuen MunTuen Mun DistrictNew Territories,新界屯門區屯門井頭上村北青山公路青山灣段,992246,815819.7469,828269.5726,22.393559703,113.978299486,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Tseng Tau Sheung Tsuen North,井頭上村北,Tuen Mun,屯門,Tuen Mun District,屯門區,New Territories,新界,Castle Peak Road Castle Peak BayTseng Tau Sheung Tsuen NorthTuen MunTuen Mun DistrictNew Territories,新界屯門區屯門井頭上村北青山公路青山灣段,,"[22.393722918, 22.393559703]","[113.978216323, 113.978299486]","[22.393209, 22.393413, 22.393559]","[113.978498, 113.978379, 113.978298]"
991085-992248,TM,URBAN ROAD,991085,816102.5847,827379.6708,22.385526826,113.981057386,Block,座,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Sam Shing,三聖,Tseng Tau Sheung Tsuen South,井頭上村南,Tuen Mun,屯門,BlockCastle Peak Road Castle Peak BaySam ShingTseng Tau Sheung Tsuen SouthTuen Mun,屯門井頭上村南三聖青山公路青山灣段座,992248,816099.9254,827359.8492,22.385347796999998,113.98103181299999,Block,座,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Sam Shing,三聖,Tseng Tau Sheung Tsuen South,井頭上村南,Tuen Mun,屯門,BlockCastle Peak Road Castle Peak BaySam ShingTseng Tau Sheung Tsuen SouthTuen Mun,屯門井頭上村南三聖青山公路青山灣段座,,"[22.385526826, 22.385347796999998]","[113.981057386, 113.98103181299999]","[22.385348, 22.385361, 22.385527]","[113.981031, 113.981033, 113.981057]"
991086-992252,TM,URBAN ROAD,991086,816250.8576,826554.3791,22.378075789,113.982507539,Block,第座,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Sam Shing,三聖,Tuen Mun South,屯門南,Tuen Mun,屯門,BlockCastle Peak Road Castle Peak BaySam ShingTuen Mun SouthTuen Mun,屯門屯門南三聖青山公路青山灣段第座,992252,816270.7124,826551.9731,22.378054293,113.98270035899999,Block,第座,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Sam Shing,三聖,Tuen Mun South,屯門南,Tuen Mun,屯門,BlockCastle Peak Road Castle Peak BaySam ShingTuen Mun SouthTuen Mun,屯門屯門南三聖青山公路青山灣段第座,,"[22.378075789, 22.378054293]","[113.982507539, 113.98270035899999]","[22.378027, 22.378054]","[113.982696, 113.982504]"
991087-992254,TM,URBAN ROAD,991087,817307.7258,826004.5057,22.373122165,113.992776237,The Silk Road Cafe,絲綢之路咖啡室,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Ka Wo Lei,嘉和里,Siu Sau,小秀,Tuen Mun District,屯門區,The Silk Road CafeCastle Peak Road Castle Peak BayKa Wo LeiSiu SauTuen Mun District,屯門區小秀嘉和里青山公路青山灣段絲綢之路咖啡室,992254,817318.9023,825987.9259,22.372972564,113.99288495399999,The Silk Road Cafe,絲綢之路咖啡室,Castle Peak Road Castle Peak Bay,青山公路青山灣段,Ka Wo Lei,嘉和里,Siu Sau,小秀,Tuen Mun District,屯門區,The Silk Road CafeCastle Peak Road Castle Peak BayKa Wo LeiSiu SauTuen Mun District,屯門區小秀嘉和里青山公路青山灣段絲綢之路咖啡室,,"[22.373122165, 22.372972564]","[113.992776237, 113.99288495399999]","[22.372968, 22.373082, 22.373116]","[113.992877, 113.99279, 113.992766]"
991088-992258,TM,URBAN ROAD,991088,818090.5262,825405.4161,22.367720555,114.000383766,Castle Peak Road Tai Lam,青山公路大欖段,Tuen Mun Area,屯門區,Ka Wo Lei,嘉和里,Siu Sau,小秀,Tuen Mun District,屯門區,Castle Peak Road Tai LamTuen Mun AreaKa Wo LeiSiu SauTuen Mun District,屯門區小秀嘉和里屯門區青山公路大欖段,992258,818107.4607,825394.7858,22.367624738000004,114.000548309,Castle Peak Road Tai Lam,青山公路大欖段,Tuen Mun Area,屯門區,Ka Wo Lei,嘉和里,Siu Sau,小秀,Tuen Mun District,屯門區,Castle Peak Road Tai LamTuen Mun AreaKa Wo LeiSiu SauTuen Mun District,屯門區小秀嘉和里屯門區青山公路大欖段,,"[22.367720555, 22.367624738000004]","[114.000383766, 114.000548309]","[22.367623, 22.36766, 22.367719]","[114.000547, 114.00049, 114.000383]"
991089-992261,TM,URBAN ROAD,991089,819074.9106,825257.5773,22.366395633000003,114.00994301200001,Castle Peak Road Tai Lam,青山公路大欖段,Siu Lam San Tsuen,小欖新村,Siu Lam,小欖,Tuen Mun District,屯門區,New Territories,新界,Castle Peak Road Tai LamSiu Lam San TsuenSiu LamTuen Mun DistrictNew Territories,新界屯門區小欖小欖新村青山公路大欖段,992261,819094.7939,825255.4226,22.366376374,114.010136086,Castle Peak Road Tai Lam,青山公路大欖段,Siu Lam San Tsuen,小欖新村,Siu Lam,小欖,Tuen Mun District,屯門區,New Territories,新界,Castle Peak Road Tai LamSiu Lam San TsuenSiu LamTuen Mun DistrictNew Territories,新界屯門區小欖小欖新村青山公路大欖段,,"[22.366395633000003, 22.366376374]","[114.00994301200001, 114.010136086]","[22.366378, 22.366396]","[114.010136, 114.009943]"
991090-992264,TM,URBAN ROAD,991090,820117.5495,824203.7475,22.35688913,114.020076835,Castle Peak Road Tai Lam,青山公路大欖段,Ka Loon Tsuen,嘉龍村,Tsuen Wan District,荃灣區,New Territories,新界,Hong Kong,香港,Castle Peak Road Tai LamKa Loon TsuenTsuen Wan DistrictNew TerritoriesHong Kong,香港新界荃灣區嘉龍村青山公路大欖段,992264,820136.1079,824196.292,22.356821977,114.020257085,Castle Peak Road Tai Lam,青山公路大欖段,Ka Loon Tsuen,嘉龍村,Tsuen Wan District,荃灣區,New Territories,新界,Hong Kong,香港,Castle Peak Road Tai LamKa Loon TsuenTsuen Wan DistrictNew TerritoriesHong Kong,香港新界荃灣區嘉龍村青山公路大欖段,,"[22.35688913, 22.356821977]","[114.020076835, 114.020257085]","[22.356822, 22.35689]","[114.020257, 114.020077]"
991091-992267,TM,URBAN ROAD,991091,821377.4565,824145.0369,22.356370321,114.03230922700001,Castle Peak Road Tsing Lung Tau,青山公路青龍頭段,Ka Loon Tsuen,嘉龍村,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Tsing Lung TauKa Loon TsuenSham Tseng VillageTsuen Wan DistrictNew Territories,新界荃灣區深井村嘉龍村青山公路青龍頭段,992267,821396.1316,824152.1953,22.356435126999997,114.03249046799999,Castle Peak Road Tsing Lung Tau,青山公路青龍頭段,Ka Loon Tsuen,嘉龍村,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Tsing Lung TauKa Loon TsuenSham Tseng VillageTsuen Wan DistrictNew Territories,新界荃灣區深井村嘉龍村青山公路青龍頭段,,"[22.356370321, 22.356435126999997]","[114.03230922700001, 114.03249046799999]","[22.356372, 22.356436]","[114.032309, 114.03249]"
991092-992270,TM,URBAN ROAD,991092,822389.62,824619.8427,22.360666539,114.04213169200001,Queen s Heights,帝后閣,Castle Peak Road Tsing Lung Tau,青山公路青龍頭段,Tsing Lung Tau,青龍頭,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,Queen s HeightsCastle Peak Road Tsing Lung TauTsing Lung TauSham Tseng VillageTsuen Wan District,荃灣區深井村青龍頭青山公路青龍頭段帝后閣,992270,822407.8636,824628.0355,22.360740672,114.042308745,Queen s Heights,帝后閣,Castle Peak Road Tsing Lung Tau,青山公路青龍頭段,Tsing Lung Tau,青龍頭,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,Queen s HeightsCastle Peak Road Tsing Lung TauTsing Lung TauSham Tseng VillageTsuen Wan District,荃灣區深井村青龍頭青山公路青龍頭段帝后閣,,"[22.360666539, 22.360740672]","[114.04213169200001, 114.042308745]","[22.360664, 22.360677, 22.360742]","[114.042133, 114.042162, 114.042308]"
991093-992273,TM,URBAN ROAD,991093,823970.7807,825184.2859,22.365775801999998,114.05747852399999,Anglers Beach,釣魚灣泳灘,Castle Peak Road Tsing Lung Tau,青山公路青龍頭段,Pai Min Kok Village,排棉角村,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,Anglers BeachCastle Peak Road Tsing Lung TauPai Min Kok VillageSham Tseng VillageTsuen Wan District,荃灣區深井村排棉角村青山公路青龍頭段釣魚灣泳灘,992273,823988.1326,825194.2307,22.365865733000003,114.05764692,Block,第一座,Castle Peak Road Sham Tseng,青山公路深井段,Sham Tseng,深井,Sham Tseng Village,深井村,Tsuen Wan District,荃灣區,BlockCastle Peak Road Sham TsengSham TsengSham Tseng VillageTsuen Wan District,荃灣區深井村深井青山公路深井段第一座,,"[22.365775801999998, 22.365865733000003]","[114.05747852399999, 114.05764692]","[22.365776, 22.365801, 22.365866]","[114.057479, 114.057531, 114.057647]"
991094-992276,TM,URBAN ROAD,991094,824263.7921,825402.5438,22.367748857,114.06032177899999,Sham Tseng Telephone Exchange,深井電話機樓,,,Castle Peak Road Sham Tseng,青山公路深井段,Sham Tseng,深井,Sham Tseng Village,深井村,Sham Tseng Telephone ExchangeCastle Peak Road Sham TsengSham TsengSham Tseng Village,深井村深井青山公路深井段深井電話機樓,992276,824283.6024,825405.292,22.367773813000003,114.06051410200001,Chan Kee Plaza,陳記廣場,,,Castle Peak Road Sham Tseng,青山公路深井段,Sham Tseng,深井,Sham Tseng Village,深井村,Chan Kee PlazaCastle Peak Road Sham TsengSham TsengSham Tseng Village,深井村深井青山公路深井段陳記廣場,,"[22.367748857, 22.367773813000003]","[114.06032177899999, 114.06051410200001]","[22.367744, 22.367757, 22.367761]","[114.060325, 114.060454, 114.060515]"
991095-992279,TM,URBAN ROAD,991095,825218.0823,825053.8183,22.364606086,114.06958967799999,Castle Peak Road Ting Kau,青山公路汀九段,Sham Tseng East Village,深井東村,Sham Tseng Sun Tsuen,深井新村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Ting KauSham Tseng East VillageSham Tseng Sun TsuenTsuen Wan DistrictNew Territories,新界荃灣區深井新村深井東村青山公路汀九段,992279,825233.3743,825066.7019,22.36472253,114.06973806100001,Castle Peak Road Ting Kau,青山公路汀九段,Sham Tseng East Village,深井東村,Sham Tseng Sun Tsuen,深井新村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Ting KauSham Tseng East VillageSham Tseng Sun TsuenTsuen Wan DistrictNew Territories,新界荃灣區深井新村深井東村青山公路汀九段,,"[22.364606086, 22.36472253]","[114.06958967799999, 114.06973806100001]","[22.364608, 22.364617, 22.364663, 22.364719]","[114.069594, 114.069606, 114.069662, 114.069735]"
991096-992282,TM,URBAN ROAD,991096,826300.3737,825714.7569,22.370581331,114.08009361200001,Castle Peak Road New Ting Kau,青山公路新汀九段,Ting Kau Village,汀九村,Sham Tseng Sun Tsuen,深井新村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road New Ting KauTing Kau VillageSham Tseng Sun TsuenTsuen Wan DistrictNew Territories,新界荃灣區深井新村汀九村青山公路新汀九段,992282,826320.3301,825715.3752,22.37058703,114.080287375,Castle Peak Road New Ting Kau,青山公路新汀九段,Ting Kau Village,汀九村,Sham Tseng Sun Tsuen,深井新村,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road New Ting KauTing Kau VillageSham Tseng Sun TsuenTsuen Wan DistrictNew Territories,新界荃灣區深井新村汀九村青山公路新汀九段,,"[22.370581331, 22.37058703]","[114.08009361200001, 114.080287375]","[22.37058, 22.37059, 22.370586]","[114.080094, 114.080183, 114.080287]"
991097-992285,TM,URBAN ROAD,991097,827332.0744,825377.9029,22.367545039,114.090112795,Castle Peak Road Ting Kau,青山公路汀九段,Yau Kom Tau,油柑頭,Tsuen Wan,荃灣,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Ting KauYau Kom TauTsuen WanTsuen Wan DistrictNew Territories,新界荃灣區荃灣油柑頭青山公路汀九段,992285,827352.0559,825377.0429,22.367537375999998,114.090306806,Castle Peak Road Ting Kau,青山公路汀九段,Yau Kom Tau,油柑頭,Tsuen Wan,荃灣,Tsuen Wan District,荃灣區,New Territories,新界,Castle Peak Road Ting KauYau Kom TauTsuen WanTsuen Wan DistrictNew Territories,新界荃灣區荃灣油柑頭青山公路汀九段,,"[22.367545039, 22.367537375999998]","[114.090112795, 114.090306806]","[22.367532, 22.367536, 22.367541]","[114.090307, 114.090221, 114.090113]"
992001-992002,ST,MAJOR ROUTE,992001,839383.2297,831945.6056,22.426875119,114.207133936,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,992002,839747.8294,831690.1189,22.42456725,114.21067488700001,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,,"[22.426875119, 22.42456725]","[114.207133936, 114.21067488700001]","[22.418101, 22.418368, 22.418684, 22.419187, 22.419573, 22.419893, 22.42057, 22.420876, 22.421113, 22.42141, 22.421661, 22.421889, 22.42217, 22.422481, 22.422778, 22.42302, 22.423242, 22.423484, 22.423815, 22.424235, 22.424568]","[114.213781, 114.213802, 114.213818, 114.213812, 114.213775, 114.213733, 114.213611, 114.213537, 114.213468, 114.213362, 114.213255, 114.213144, 114.212995, 114.21281, 114.212613, 114.212417, 114.212225, 114.212008, 114.211652, 114.211153, 114.210676]"
992002-992003,ST,MAJOR ROUTE,992002,839747.8294,831690.1189,22.42456725,114.21067488700001,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,992003,839764.0805,831678.4641,22.424461969,114.21083271299999,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,,"[22.42456725, 22.424461969]","[114.21067488700001, 114.21083271299999]","[22.418101, 22.418368, 22.418684, 22.419187, 22.419573, 22.419893, 22.42057, 22.420876, 22.421113, 22.42141, 22.421661, 22.421889, 22.42217, 22.422481, 22.422778, 22.42302, 22.423242, 22.423484, 22.423815, 22.424235, 22.42446]","[114.213781, 114.213802, 114.213818, 114.213812, 114.213775, 114.213733, 114.213611, 114.213537, 114.213468, 114.213362, 114.213255, 114.213144, 114.212995, 114.21281, 114.212613, 114.212417, 114.212225, 114.212008, 114.211652, 114.211153, 114.210831]"
992003-991002,ST,MAJOR ROUTE,992003,839764.0805,831678.4641,22.424461969,114.21083271299999,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,991002,839779.5942,831665.8416,22.42434795,114.210983374,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,,"[22.424461969, 22.42434795]","[114.21083271299999, 114.210983374]","[22.418101, 22.418368, 22.418684, 22.419187, 22.419573, 22.419893, 22.42057, 22.420876, 22.421113, 22.42141, 22.421661, 22.421889, 22.42217, 22.422481, 22.422778, 22.42302, 22.423242, 22.423484, 22.423815, 22.424235, 22.424351]","[114.213781, 114.213802, 114.213818, 114.213812, 114.213775, 114.213733, 114.213611, 114.213537, 114.213468, 114.213362, 114.213255, 114.213144, 114.212995, 114.21281, 114.212613, 114.212417, 114.212225, 114.212008, 114.211652, 114.211153, 114.210986]"
992004-992005,ST,MAJOR ROUTE,992004,839795.1736,831653.3068,22.424234721999998,114.21113467200001,Tolo Highway,吐露港公路,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Hong Kong,香港,Tolo HighwayKau ToSha Tin DistrictNew TerritoriesHong Kong,香港新界沙田區九肚吐露港公路,992005,840049.3542,830876.2390000002,22.417216884000002,114.21360174200001,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,,"[22.424234721999998, 22.417216884000002]","[114.21113467200001, 114.21360174200001]","[22.42424, 22.424235, 22.423815, 22.423484, 22.423242, 22.42302, 22.422778, 22.422481, 22.42217, 22.421889, 22.421661, 22.42141, 22.421113, 22.420876, 22.42057, 22.419893, 22.419573, 22.419187, 22.418684, 22.418368, 22.418101, 22.418088, 22.418073, 22.417963, 22.41784, 22.417225]","[114.211145, 114.211153, 114.211652, 114.212008, 114.212225, 114.212417, 114.212613, 114.21281, 114.212995, 114.213144, 114.213255, 114.213362, 114.213468, 114.213537, 114.213611, 114.213733, 114.213775, 114.213812, 114.213818, 114.213802, 114.213781, 114.213773, 114.213766, 114.213729, 114.213698, 114.21358]"
992005-992006,ST,MAJOR ROUTE,992005,840049.3542,830876.2390000002,22.417216884000002,114.21360174200001,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,992006,840045.5985,830856.5948,22.417039495999997,114.21356521700001,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,,"[22.417216884000002, 22.417039495999997]","[114.21360174200001, 114.21356521700001]","[22.418101, 22.418088, 22.418073, 22.417963, 22.41784, 22.416024, 22.415392, 22.414337, 22.41356, 22.412875]","[114.213781, 114.213773, 114.213766, 114.213729, 114.213698, 114.213349, 114.213233, 114.213024, 114.21288, 114.212757]"
992006-991003,ST,MAJOR ROUTE,992006,840045.5985,830856.5948,22.417039495999997,114.21356521700001,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,991003,840045.5985,830856.5948,22.417039495999997,114.21356521700001,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,,"[22.417039495999997, 22.417039495999997]","[114.21356521700001, 114.21356521700001]","[22.418101, 22.418088, 22.418073, 22.417963, 22.41784, 22.416024, 22.415392, 22.414337, 22.41356, 22.412875]","[114.213781, 114.213773, 114.213766, 114.213729, 114.213698, 114.213349, 114.213233, 114.213024, 114.21288, 114.212757]"
992007-993001,ST,MAJOR ROUTE,992007,840041.9818,830836.9245,22.416861871,114.213530042,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,993001,839961.5617,830412.7727,22.41303175,114.212747959,Tolo Highway,吐露港公路,Ma Liu Shui,馬料水,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayMa Liu ShuiKau ToSha Tin DistrictNew Territories,新界沙田區九肚馬料水吐露港公路,,"[22.416861871, 22.41303175]","[114.213530042, 114.212747959]","[22.412875, 22.413026]","[114.212757, 114.212784]"
992008-992009,ST,MAJOR ROUTE,992008,839660.6231,829661.7624,22.40625038,114.209823504,Tolo Highway,吐露港公路,A Kung Kok,亞公角,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayA Kung KokKau ToSha Tin DistrictNew Territories,新界沙田區九肚亞公角吐露港公路,992009,839643.6913,829651.1238,22.406154341,114.20965904,Tolo Highway,吐露港公路,A Kung Kok,亞公角,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayA Kung KokKau ToSha Tin DistrictNew Territories,新界沙田區九肚亞公角吐露港公路,,"[22.40625038, 22.406154341]","[114.209823504, 114.20965904]","[22.406163, 22.40626]","[114.209653, 114.209817]"
992009-991004,ST,MAJOR ROUTE,992009,839643.6913,829651.1238,22.406154341,114.20965904,Tolo Highway,吐露港公路,A Kung Kok,亞公角,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayA Kung KokKau ToSha Tin DistrictNew Territories,新界沙田區九肚亞公角吐露港公路,991004,839626.6447,829640.6637,22.406059915,114.20949346200001,Tolo Highway,吐露港公路,A Kung Kok,亞公角,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayA Kung KokKau ToSha Tin DistrictNew Territories,新界沙田區九肚亞公角吐露港公路,,"[22.406154341, 22.406059915]","[114.20965904, 114.20949346200001]","[22.406064, 22.406139, 22.406163]","[114.20949, 114.209614, 114.209653]"
992010-992011,ST,MAJOR ROUTE,992010,839609.108,829631.0478,22.405973113,114.209323126,Stable Block,座馬房,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,Stable BlockTolo HighwayLok Lo HaKau ToSha Tin District,沙田區九肚落路下吐露港公路座馬房,992011,839438.147,829524.2363,22.405008876999997,114.207662545,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下吐露港公路,,"[22.405973113, 22.405008876999997]","[114.209323126, 114.207662545]","[22.405964, 22.405561, 22.405561, 22.405562, 22.40556, 22.405553, 22.405503, 22.405441, 22.405409, 22.405199, 22.405084, 22.405011]","[114.209324, 114.208659, 114.208659, 114.208645, 114.208627, 114.208598, 114.208473, 114.208355, 114.2083, 114.207961, 114.207778, 114.207667]"
992011-992012,ST,MAJOR ROUTE,992011,839438.147,829524.2363,22.405008876999997,114.207662545,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下吐露港公路,992012,839421.952,829512.5007,22.404902928000002,114.207505238,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下吐露港公路,,"[22.405008876999997, 22.404902928000002]","[114.207662545, 114.207505238]","[22.405561, 22.405562, 22.40556, 22.405553, 22.405503, 22.405441, 22.405409, 22.405199, 22.405084, 22.404986, 22.404385, 22.404354, 22.404201, 22.404049, 22.404032, 22.404018]","[114.208659, 114.208645, 114.208627, 114.208598, 114.208473, 114.208355, 114.2083, 114.207961, 114.207778, 114.207631, 114.206788, 114.206748, 114.206562, 114.206383, 114.206375, 114.206373]"
992012-991005,ST,MAJOR ROUTE,992012,839421.952,829512.5007,22.404902928000002,114.207505238,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下吐露港公路,991005,839405.757,829500.7652,22.404796981,114.20734793,Tolo Highway,吐露港公路,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tolo HighwayLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下吐露港公路,,"[22.404902928000002, 22.404796981]","[114.207505238, 114.20734793]","[22.405561, 22.405562, 22.40556, 22.405553, 22.405503, 22.405441, 22.405409, 22.405199, 22.405084, 22.404986, 22.404385, 22.404354, 22.404201, 22.404049, 22.404032, 22.404018]","[114.208659, 114.208645, 114.208627, 114.208598, 114.208473, 114.208355, 114.2083, 114.207961, 114.207778, 114.207631, 114.206788, 114.206748, 114.206562, 114.206383, 114.206375, 114.206373]"
992013-992040,ST,MAJOR ROUTE,992013,839389.8365,829488.6599,22.404687693000003,114.207193289,Tai Po Road Sha Tin,大埔公路沙田段,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,New Territories,新界,Tai Po Road Sha TinLok Lo HaKau ToSha Tin DistrictNew Territories,新界沙田區九肚落路下大埔公路沙田段,992040,839136.072,829240.4802,22.40244695,114.20472831100001,,沙田電話投注附屬大樓,Tai Po Road Sha Tin,大埔公路沙田段,Lok Lo Ha,落路下,Kau To,九肚,Sha Tin District,沙田區,Tai Po Road Sha TinLok Lo HaKau ToSha Tin District,沙田區九肚落路下大埔公路沙田段沙田電話投注附屬大樓,,"[22.404687693000003, 22.40244695]","[114.207193289, 114.20472831100001]","[22.404677, 22.404385, 22.404354, 22.404201, 22.404049, 22.404032, 22.404018, 22.403936, 22.403887, 22.403551, 22.403305, 22.403038, 22.402447]","[114.207196, 114.206788, 114.206748, 114.206562, 114.206383, 114.206375, 114.206373, 114.206255, 114.206188, 114.205783, 114.205518, 114.20526, 114.204736]"
992014-992015,ST,MAJOR ROUTE,992014,840041.7893,830047.5475,22.409733411999998,114.2135263,Tate s Cairn Highway,大老山公路,Ah Kung Kok Fishermen Village,亞公角漁民新村,Tai Shui Hang Village,大水坑村,Sha Tin District,沙田區,New Territories,新界,Tate s Cairn HighwayAh Kung Kok Fishermen VillageTai Shui Hang VillageSha Tin DistrictNew Territories,新界沙田區大水坑村亞公角漁民新村大老山公路,992015,840056.0118,830033.497,22.409606497,114.213664399,Tate s Cairn Highway,大老山公路,Ah Kung Kok Fishermen Village,亞公角漁民新村,Tai Shui Hang Village,大水坑村,Sha Tin District,沙田區,New Territories,新界,Tate s Cairn HighwayAh Kung Kok Fishermen VillageTai Shui Hang VillageSha Tin DistrictNew Territories,新界沙田區大水坑村亞公角漁民新村大老山公路,,"[22.409733411999998, 22.409606497]","[114.2135263, 114.213664399]","[22.409606, 22.409731]","[114.213664, 114.213524]"
